dTdt,dEBdt,dStydt,dH2dt,dBeEtdt,dToMedt,t,Run
-73.009,-0.89268464,2.3829298,2.1853411,0.36512008,0.37828156,0.0,0
-78.81663,-1.0380839,1.5842447,1.3590652,0.34000102,0.17962176,0.12,0
-77.614685,-1.1159422,1.1665908,0.9226941,0.3092857,0.06857205,0.24,0
-75.33548,-1.2534066,0.98171407,0.78820765,0.2970063,0.02658714,0.36,0
-71.91797,-1.3712989,0.8928803,0.75630844,0.2865914,0.009244716,0.48,0
-67.74825,-1.4517746,0.84406865,0.7514358,0.27387705,0.00069738645,0.6,0
-63.266716,-1.501128,0.8167177,0.75109226,0.2593414,-0.0025828,0.72,0
-58.777786,-1.5304455,0.8075001,0.75038844,0.24422534,-0.00013529712,0.84,0
-54.466614,-1.5502214,0.81835485,0.7499873,0.22962321,0.009383506,0.96,0
-50.430294,-1.5679165,0.8507737,0.75142676,0.21624038,0.026720984,1.08,0
-46.692707,-1.5862345,0.902299,0.7549228,0.20426567,0.05123245,1.2,0
-43.21592,-1.6027775,0.96553564,0.75864697,0.19336243,0.08072806,1.3199999999999998,0
-39.925156,-1.6116842,1.0296533,0.75928205,0.18285164,0.11197524,1.44,0
-36.742237,-1.6064935,1.0834357,0.7533258,0.1720147,0.14157861,1.56,0
-33.614273,-1.5827893,1.1181457,0.7383151,0.1603652,0.16679563,1.68,0
-30.526073,-1.5394585,1.12901,0.7134366,0.1477719,0.1859692,1.7999999999999998,0
-27.49551,-1.4784732,1.1151836,0.67942584,0.13442515,0.19853625,1.92,0
-24.560308,-1.4038255,1.0787382,0.63805753,0.120716445,0.20477042,2.04,0
-21.763498,-1.3203028,1.0234135,0.5915578,0.10710291,0.20544891,2.16,0
-19.143438,-1.232557,0.95355606,0.54214436,0.0940118,0.20156498,2.28,0
-16.728014,-1.1445322,0.8733995,0.49175027,0.08178243,0.19413258,2.4,0
-14.533413,-1.059273,0.7866962,0.44190845,0.070649356,0.18407606,2.52,0
-12.56525,-0.9789139,0.69654936,0.39374197,0.060748853,0.17218249,2.64,0
-10.8203745,-0.90480125,0.60543036,0.34801066,0.05213276,0.15909342,2.76,0
-9.289472,-0.8376564,0.51522034,0.30517957,0.044791616,0.14531514,2.88,0
-7.9591036,-0.7777196,0.42730665,0.2654871,0.038670346,0.13123775,3.0,0
-6.813559,-0.7249077,0.34268054,0.2290081,0.033686675,0.11715632,3.12,0
-5.8359733,-0.6789098,0.26202306,0.19570248,0.029740965,0.10328931,3.24,0
-5.0096436,-0.6392763,0.18575966,0.16545562,0.026728073,0.08979624,3.36,0
-4.3180575,-0.6054771,0.114144854,0.13810506,0.024540048,0.07679008,3.48,0
-3.7460628,-0.57696337,0.04728713,0.11346762,0.023074796,0.06434945,3.6,0
-3.2792995,-0.5531727,-0.014801407,0.0913433,0.022234298,0.052524786,3.72,0
-2.9048429,-0.5335649,-0.07218727,0.071532905,0.021928528,0.04134668,3.84,0
-2.610976,-0.51762736,-0.12499105,0.053842545,0.022075932,0.03083064,3.96,0
-2.3872364,-0.5048896,-0.17336705,0.03808769,0.02260346,0.020979993,4.08,0
-2.2242584,-0.49491918,-0.2174918,0.024094708,0.023445422,0.011789682,4.2,0
-2.1137793,-0.487323,-0.25756094,0.0117026875,0.024544321,0.0032481644,4.32,0
-2.048385,-0.48174864,-0.29377788,0.00076161436,0.025848834,-0.004661575,4.44,0
-2.0217586,-0.4778837,-0.32634887,-0.008863503,0.027315471,-0.0119585935,4.56,0
-2.0282233,-0.47545668,-0.3554788,-0.017295917,0.028906284,-0.018665412,4.68,0
-2.0626593,-0.4742179,-0.38136542,-0.02465022,0.030587161,-0.024806036,4.8,0
-2.1209404,-0.47395745,-0.40420872,-0.031026462,0.032330878,-0.030404687,4.92,0
-2.1989655,-0.47448638,-0.42419446,-0.036520652,0.03411191,-0.035487913,5.04,0
-2.2936366,-0.47564393,-0.44150737,-0.041213695,0.03591075,-0.040080246,5.16,0
-2.4019306,-0.47729263,-0.4563175,-0.04518308,0.03770975,-0.044207256,5.279999999999999,0
-2.521255,-0.47931194,-0.46878612,-0.04849596,0.039494265,-0.04789462,5.4,0
-2.649477,-0.48159727,-0.4790738,-0.051215976,0.04125219,-0.05116673,5.52,0
-2.7845883,-0.4840621,-0.48732507,-0.05339813,0.042973507,-0.0540472,5.64,0
-2.924852,-0.4866344,-0.49367294,-0.055094253,0.04464995,-0.056559753,5.76,0
-3.0688179,-0.48924816,-0.49825132,-0.05634949,0.046274833,-0.058726545,5.88,0
-3.2152026,-0.49185193,-0.50118196,-0.057204925,0.04784309,-0.06056946,6.0,0
-3.3628757,-0.49440545,-0.5025763,-0.057699963,0.049350765,-0.062109366,6.12,0
-3.5107965,-0.49687058,-0.5025406,-0.057867933,0.050794728,-0.06336565,6.24,0
-3.6581068,-0.49921915,-0.5011727,-0.057740208,0.052172054,-0.064357944,6.359999999999999,0
-3.8041387,-0.5014293,-0.498572,-0.057344947,0.053482145,-0.065103956,6.48,0
-3.9481952,-0.5034832,-0.494817,-0.05670723,0.054724056,-0.06562083,6.6,0
-4.0896373,-0.50536555,-0.48999438,-0.055851657,0.055896875,-0.065925375,6.72,0
-4.228026,-0.5070672,-0.48417425,-0.054800026,0.05700068,-0.06603326,6.84,0
-4.3629894,-0.5085808,-0.47743177,-0.0535698,0.058036424,-0.06595835,6.96,0
-4.4940977,-0.5099033,-0.4698281,-0.05218069,0.059004303,-0.065715276,7.08,0
-4.6210127,-0.5110308,-0.4614234,-0.050647505,0.059905306,-0.06531679,7.199999999999999,0
-4.7435193,-0.51196545,-0.45227745,-0.048986733,0.06074074,-0.064775966,7.319999999999999,0
-4.861326,-0.512706,-0.4424412,-0.047210187,0.061511435,-0.064103395,7.439999999999999,0
-4.9742675,-0.5132559,-0.43196288,-0.04533107,0.062219407,-0.06331067,7.56,0
-5.0821943,-0.5136205,-0.42088988,-0.04336014,0.06286588,-0.06240835,7.68,0
-5.184921,-0.5137989,-0.40926513,-0.04130928,0.06345194,-0.06140555,7.8,0
-5.282323,-0.5138014,-0.3971208,-0.039188266,0.06397951,-0.060312334,7.92,0
-5.3743243,-0.51362956,-0.38450217,-0.037002973,0.06445001,-0.059136294,8.04,0
-5.460899,-0.51328903,-0.3714432,-0.034765415,0.06486543,-0.057885814,8.16,0
-5.5418777,-0.51278883,-0.35797143,-0.032480903,0.065226875,-0.0565685,8.28,0
-5.6172523,-0.51213115,-0.34411705,-0.030156985,0.06553593,-0.055191245,8.4,0
-5.687017,-0.51132494,-0.32990894,-0.027799528,0.06579437,-0.053760845,8.52,0
-5.751164,-0.5103753,-0.3153726,-0.025413843,0.06600398,-0.05228292,8.64,0
-5.8095713,-0.5092857,-0.30053225,-0.023007477,0.06616531,-0.050763857,8.76,0
-5.862337,-0.50806737,-0.28540865,-0.020582734,0.06628098,-0.04920847,8.879999999999999,0
-5.9093685,-0.5067167,-0.27002594,-0.01814723,0.06635106,-0.047622237,9.0,0
-5.950773,-0.50525033,-0.25439966,-0.015702294,0.06637809,-0.04600923,9.12,0
-5.986571,-0.5036674,-0.23855047,-0.013252887,0.066363096,-0.04437399,9.24,0
-6.016706,-0.5019754,-0.22249314,-0.01080299,0.06630702,-0.04272069,9.36,0
-6.0412498,-0.50017536,-0.20624718,-0.008356308,0.066211455,-0.041052755,9.48,0
-6.0601926,-0.49827507,-0.18982315,-0.0059149354,0.066077344,-0.03937403,9.6,0
-6.073668,-0.49628282,-0.1732386,-0.0034815285,0.06590612,-0.03768715,9.72,0
-6.0815396,-0.4941922,-0.15650469,-0.0010621657,0.06569801,-0.03599596,9.84,0
-6.084049,-0.49202013,-0.13963206,0.0013462972,0.06545556,-0.034302093,9.96,0
-6.081163,-0.4897619,-0.122636445,0.0037378513,0.06517876,-0.032608643,10.08,0
-6.072833,-0.48742214,-0.10552176,0.0061115185,0.06486836,-0.030918492,10.2,0
-6.059272,-0.48500896,-0.0883062,0.008464852,0.06452622,-0.029232837,10.32,0
-6.0404816,-0.48252338,-0.07099187,0.010797086,0.06415302,-0.027554004,10.44,0
-6.0163984,-0.47996408,-0.053593233,0.013104515,0.06374888,-0.02588422,10.56,0
-5.9872007,-0.47734094,-0.036111735,0.015388188,0.06331538,-0.02422472,10.68,0
-5.9530053,-0.47465375,-0.01856285,0.01764573,0.06285362,-0.022576734,10.8,0
-5.9137387,-0.4719044,-0.0009489745,0.019875042,0.062363446,-0.020942494,10.92,0
-5.869422,-0.46909237,0.01671942,0.02207466,0.061845575,-0.019323066,11.04,0
-5.8203106,-0.46622702,0.03443928,0.02424507,0.061301745,-0.017719172,11.16,0
-5.7663307,-0.4633078,0.052204393,0.026385158,0.06073227,-0.016132155,11.28,0
-5.7076464,-0.4603364,0.07000636,0.028493803,0.060137946,-0.014562574,11.4,0
-5.6442127,-0.457315,0.08784246,0.030569889,0.05951885,-0.013012218,11.52,0
-5.576161,-0.45424387,0.10570429,0.03261174,0.058875933,-0.011480974,11.64,0
-5.503441,-0.45112193,0.12359,0.03461956,0.058209274,-0.00997024,11.76,0
-5.426298,-0.44795883,0.14149293,0.036592722,0.05752077,-0.008480184,11.88,0
-5.344762,-0.4447518,0.1594106,0.038531862,0.056810185,-0.0070111956,12.0,0
-69.54058,-1.6673251,2.2156582,1.4726906,0.37332842,0.13238873,0.0,1
-68.44859,-1.6366488,1.828161,1.0858687,0.33969736,0.042737905,0.12,1
-66.22473,-1.6145606,1.5668861,0.8509097,0.31213242,-0.012554997,0.24,1
-63.653374,-1.6030053,1.3848975,0.7173062,0.2906353,-0.04457305,0.36,1
-60.864693,-1.5884825,1.2484125,0.63944876,0.2721745,-0.063356854,0.48,1
-57.916943,-1.5631396,1.1377742,0.5901443,0.25485018,-0.07475596,0.6,1
-54.866383,-1.5244217,1.0424715,0.55484086,0.23779461,-0.08174941,0.72,1
-51.764706,-1.4727454,0.9572922,0.52609706,0.2207069,-0.08572796,0.84,1
-48.655945,-1.4100314,0.8800012,0.50030535,0.20356786,-0.0872634,0.96,1
-45.57761,-1.3388957,0.8099548,0.47592735,0.18649831,-0.08653477,1.08,1
-42.56205,-1.2621698,0.74723244,0.45250896,0.16968167,-0.08357159,1.2,1
-39.63657,-1.1825607,0.6920892,0.43011555,0.15331635,-0.07839593,1.3199999999999998,1
-36.823425,-1.1024172,0.64461803,0.40899488,0.13758437,-0.07110154,1.44,1
-34.13901,-1.0235839,0.6045733,0.38937446,0.122629724,-0.061887894,1.56,1
-31.5937,-0.9473456,0.57132506,0.3713696,0.10854786,-0.051061694,1.68,1
-29.192202,-0.8744626,0.5439179,0.35495168,0.095385715,-0.039014634,1.7999999999999998,1
-26.934355,-0.80525863,0.52117676,0.33996513,0.08314769,-0.026187284,1.92,1
-24.816221,-0.7397407,0.50184286,0.32616946,0.07180623,-0.013029598,2.04,1
-22.831764,-0.67772776,0.48470157,0.31328666,0.061315,3.663249e-05,2.16,1
-20.97352,-0.61896116,0.46868035,0.30104542,0.051617853,0.0126423165,2.28,1
-19.23385,-0.5631777,0.45290837,0.28921232,0.042658914,0.024489755,2.4,1
-17.605366,-0.5101591,0.43674386,0.27760446,0.034385193,0.03535748,2.52,1
-16.081318,-0.459758,0.4197683,0.26610225,0.026752014,0.04509901,2.64,1
-14.655595,-0.41189805,0.40176862,0.25463945,0.01972151,0.053633597,2.76,1
-13.322775,-0.36655626,0.3826909,0.24319437,0.01326214,0.060936373,2.88,1
-12.078044,-0.3237594,0.3626137,0.23178512,0.0073480653,0.06702622,3.0,1
-10.91691,-0.2835542,0.3417029,0.22045067,0.001956809,0.07195451,3.12,1
-9.835302,-0.24599944,0.32018104,0.20924549,-0.0029314545,0.075794324,3.24,1
-8.829289,-0.21115397,0.2983046,0.19822972,-0.007335759,0.07863207,3.36,1
-7.895112,-0.17906034,0.2763326,0.18746409,-0.0112745045,0.08056191,3.48,1
-7.029062,-0.14974892,0.25452155,0.17700486,-0.014766568,0.08167885,3.6,1
-6.227481,-0.12322552,0.23311222,0.16690098,-0.01783126,0.082077004,3.72,1
-5.48696,-0.099483766,0.21232255,0.15719725,-0.020487614,0.081846535,3.84,1
-4.8038898,-0.078486115,0.19234437,0.1479231,-0.022756167,0.0810703,3.96,1
-4.1749406,-0.060187265,0.17333816,0.13910569,-0.024657179,0.07982653,4.08,1
-3.5968106,-0.0445223,0.15544176,0.13076076,-0.02621123,0.07818485,4.2,1
-3.0662775,-0.031410024,0.13876247,0.12289933,-0.027438698,0.07620854,4.32,1
-2.5802946,-0.020765362,0.12338839,0.11552463,-0.02835996,0.073954485,4.44,1
-2.1359258,-0.0124908155,0.109383516,0.108636156,-0.028994687,0.0714732,4.56,1
-1.730325,-0.0064794915,0.096785694,0.10222756,-0.029362781,0.0688085,4.68,1
-1.360916,-0.0026280899,0.085626006,0.09629144,-0.029482445,0.0659997,4.8,1
-1.0250751,-0.0008272338,0.075914145,0.09081395,-0.029372001,0.0630802,4.92,1
-0.7204881,-0.00096754584,0.067650445,0.08578329,-0.029048426,0.06008002,5.04,1
-0.4448555,-0.0029379919,0.060824763,0.0811829,-0.028528811,0.057024408,5.16,1
-0.19616409,-0.006630299,0.05540984,0.07699684,-0.027828278,0.053935878,5.279999999999999,1
0.027609056,-0.011939511,0.051384088,0.073208906,-0.026961783,0.050833266,5.4,1
0.22823152,-0.018761773,0.048707593,0.069799885,-0.025943015,0.047733057,5.52,1
0.4074423,-0.02699406,0.04734263,0.066755034,-0.024785234,0.044649165,5.64,1
0.5669017,-0.036543295,0.047247548,0.06405423,-0.023501059,0.04159316,5.76,1
0.7079836,-0.047314182,0.048375893,0.0616821,-0.022101535,0.038575046,5.88,1
0.83212656,-0.059219167,0.05068078,0.059621457,-0.0205977,0.035603426,6.0,1
0.94055426,-0.07217511,0.054113574,0.057857066,-0.018999053,0.032685235,6.12,1
1.0345142,-0.08609501,0.058620192,0.056371324,-0.017315643,0.029825833,6.24,1
1.1150776,-0.100904845,0.06415441,0.055150535,-0.015556019,0.027030138,6.359999999999999,1
1.183232,-0.116531685,0.07066627,0.054179534,-0.013727975,0.024302289,6.48,1
1.2399744,-0.13290484,0.0781028,0.053445674,-0.011839348,0.021644967,6.6,1
1.2861373,-0.14996022,0.086418614,0.052935336,-0.009896942,0.019060295,6.72,1
1.3225726,-0.1676354,0.09556489,0.052635167,-0.007907171,0.016550284,6.84,1
1.349943,-0.18587072,0.105490685,0.05253497,-0.005876086,0.0141159985,6.96,1
1.3690981,-0.20461123,0.11615642,0.052620914,-0.0038095848,0.011757939,7.08,1
1.3805387,-0.22380526,0.12751435,0.052885167,-0.0017124157,0.009476889,7.199999999999999,1
1.3849803,-0.2434031,0.1395228,0.053315993,0.00041035612,0.0072724014,7.319999999999999,1
1.3829122,-0.26336056,0.1521385,0.053903192,0.0025544965,0.0051445314,7.439999999999999,1
1.3748566,-0.2836329,0.1653247,0.054638796,0.004715732,0.0030930003,7.56,1
1.3613764,-0.3041762,0.17903876,0.055513516,0.006890144,0.0011165504,7.68,1
1.3427868,-0.32495898,0.19324678,0.05652001,0.009074806,-0.0007848462,7.8,1
1.3195668,-0.34594005,0.20791222,0.057651367,0.011266076,-0.0026127263,7.92,1
1.2921678,-0.36708823,0.22300334,0.05889843,0.013460828,-0.0043682917,8.04,1
1.2608446,-0.38837257,0.23848614,0.06025554,0.015656492,-0.0060521844,8.16,1
1.2259432,-0.409763,0.25432876,0.06171648,0.017850965,-0.00766583,8.28,1
1.187843,-0.43123212,0.27050474,0.06327363,0.020041207,-0.009210877,8.4,1
1.1468087,-0.45275375,0.28698447,0.06492189,0.022225354,-0.010688751,8.52,1
1.1030979,-0.4743035,0.30373988,0.066656515,0.02440131,-0.012100373,8.64,1
1.0569063,-0.49586326,0.32074893,0.06847303,0.026567848,-0.013447225,8.76,1
1.0086131,-0.5174078,0.33798638,0.07036403,0.028722435,-0.014731179,8.879999999999999,1
0.95829713,-0.5389206,0.3554293,0.072326854,0.030864123,-0.015953435,9.0,1
0.90622777,-0.5603811,0.373057,0.07435661,0.032991365,-0.017115504,9.12,1
0.85261744,-0.58177406,0.39084762,0.076448694,0.035102542,-0.018219005,9.24,1
0.7976021,-0.6030849,0.40878427,0.078599334,0.037196983,-0.019265253,9.36,1
0.74134636,-0.6243002,0.42684695,0.08080671,0.039273575,-0.020255558,9.48,1
0.6839837,-0.6454042,0.44501758,0.08306488,0.04133149,-0.021191237,9.6,1
0.6257671,-0.66638553,0.4632833,0.0853707,0.04336918,-0.022074386,9.72,1
0.5667299,-0.68723434,0.48162773,0.087723404,0.045386456,-0.02290584,9.84,1
0.50702477,-0.7079406,0.5000363,0.09011692,0.047382597,-0.023686998,9.96,1
0.44679248,-0.7284933,0.5184948,0.09255005,0.049356584,-0.02441959,10.08,1
0.3861117,-0.74888355,0.53698903,0.095020205,0.051308166,-0.025104571,10.2,1
0.32509223,-0.76910573,0.55551124,0.09752397,0.0532368,-0.025743308,10.32,1
0.26387712,-0.7891517,0.5740504,0.100059316,0.055142168,-0.026337279,10.44,1
0.20251173,-0.8090153,0.5925924,0.1026252,0.057023592,-0.026887912,10.56,1
0.14107479,-0.8286888,0.6111275,0.105216935,0.05888096,-0.027396072,10.68,1
0.07964261,-0.8481701,0.62964964,0.107834384,0.06071395,-0.027862934,10.8,1
0.018348787,-0.8674528,0.6481496,0.11047517,0.062522285,-0.028290005,10.92,1
-0.04273512,-0.88653195,0.66661876,0.1131358,0.06430549,-0.028678712,11.04,1
-0.10365681,-0.90540695,0.6850504,0.11581725,0.06606413,-0.02902925,11.16,1
-0.16424455,-0.92407024,0.70343566,0.11851603,0.06779728,-0.029343657,11.28,1
-0.22450785,-0.94252306,0.7217712,0.12123088,0.06950542,-0.0296223,11.4,1
-0.28436804,-0.9607616,0.7400465,0.12395984,0.07118816,-0.029866908,11.52,1
-0.3437225,-0.97878325,0.75826114,0.12670264,0.07284557,-0.030077985,11.64,1
-0.40260464,-0.99658704,0.77640784,0.12945598,0.0744775,-0.030257206,11.76,1
-0.46097153,-1.0141742,0.79448295,0.1322205,0.076084614,-0.030404687,11.88,1
-0.5187134,-1.0315384,0.81248,0.1349942,0.07766617,-0.030522212,12.0,1
