x1,x2,t,Run
1.3233167,2.230459,0.0,0
1.9621965,2.2310195,0.101010101010101,0
2.5300565,2.1797833,0.202020202020202,0
2.0632267,1.9551765,0.303030303030303,0
2.2694092,2.4286683,0.404040404040404,0
2.2045538,2.1865997,0.5050505050505051,0
2.1077373,2.013237,0.6060606060606061,0
2.301346,1.7330198,0.7070707070707071,0
2.3319044,1.6606631,0.8080808080808081,0
1.8328205,1.5906649,0.9090909090909092,0
2.434996,1.6177738,1.0101010101010102,0
2.839791,1.5760264,1.1111111111111112,0
1.9589819,1.4865582,1.2121212121212122,0
2.3558402,1.3388492,1.3131313131313131,0
2.49589,0.99406457,1.414141414141414,0
2.0949488,1.3604339,1.5151515151515151,0
1.8723944,1.2700093,1.616161616161616,0
2.3191144,1.8236821,1.7171717171717171,0
1.7076577,1.0584006,1.818181818181818,0
2.2292502,1.4688097,1.9191919191919191,0
1.817855,1.1258388,2.0202020202020203,0
1.7642773,0.45584223,2.121212121212121,0
2.142711,0.8411047,2.2222222222222223,0
1.963349,0.42512536,2.323232323232323,0
2.023907,0.82048845,2.4242424242424243,0
1.6756779,0.57924706,2.525252525252525,0
1.7063266,0.7562498,2.6262626262626263,0
1.8082585,0.17471391,2.727272727272727,0
2.0559998,0.16929428,2.8282828282828283,0
1.6976497,0.36800373,2.929292929292929,0
1.6306523,-0.13423374,3.0303030303030303,0
1.9189659,0.49393165,3.131313131313131,0
1.3276678,-0.06407209,3.2323232323232323,0
1.5416957,0.213661,3.333333333333333,0
1.846071,0.3477634,3.4343434343434343,0
1.627571,-0.16803437,3.5353535353535355,0
1.0696319,0.31885377,3.636363636363636,0
1.636007,0.15192498,3.7373737373737375,0
2.2461343,-0.26807216,3.8383838383838382,0
1.1821859,-0.5022029,3.939393939393939,0
1.6276675,-0.25482607,4.040404040404041,0
1.675858,-0.7280912,4.141414141414141,0
1.7383019,-0.25897813,4.242424242424242,0
1.8707348,-0.6535819,4.343434343434343,0
1.8779421,-0.5893049,4.444444444444445,0
1.542137,-0.10013102,4.545454545454545,0
1.1942416,-0.30885574,4.646464646464646,0
1.3139212,-0.88434464,4.747474747474747,0
1.214035,-0.5390661,4.848484848484849,0
0.8686112,-0.8838568,4.94949494949495,0
1.3616016,-0.57453686,5.05050505050505,0
0.96296555,-0.36919492,5.151515151515151,0
0.8316244,-1.0427009,5.252525252525253,0
1.192016,-0.5121251,5.353535353535354,0
0.93943346,-0.93995094,5.454545454545454,0
0.9199793,-0.8228732,5.555555555555555,0
1.17407,-0.74529463,5.656565656565657,0
1.3715922,-1.3319255,5.757575757575758,0
1.0457494,-0.6820502,5.858585858585858,0
0.6613432,-0.82795495,5.959595959595959,0
0.5563049,-0.9553238,6.0606060606060606,0
1.5186805,-0.44798833,6.161616161616162,0
0.8863426,-0.945645,6.262626262626262,0
1.1463351,-0.76812917,6.363636363636363,0
0.8435972,-1.2053108,6.4646464646464645,0
0.058112558,-1.2349559,6.565656565656566,0
-0.37457937,-0.6057485,6.666666666666667,0
-0.7326892,-0.9435588,6.767676767676767,0
-0.9647512,-1.0184207,6.8686868686868685,0
-1.0112623,-1.1216497,6.96969696969697,0
-1.5677211,-1.3189975,7.070707070707071,0
-1.7850444,-0.71084934,7.171717171717171,0
-1.6951789,-0.68910456,7.272727272727272,0
-2.0085776,-0.23145978,7.373737373737374,0
-2.0836554,-0.16063961,7.474747474747475,0
-1.9336885,-0.39544547,7.575757575757575,0
-1.7283642,-0.4140977,7.6767676767676765,0
-2.2687109,-0.2729503,7.777777777777778,0
-1.4722224,-0.06566108,7.878787878787879,0
-2.192315,-0.017497063,7.979797979797979,0
-1.9601065,-0.10703895,8.080808080808081,0
-1.705078,-0.18534027,8.181818181818182,0
-1.6001619,-0.09838921,8.282828282828282,0
-1.7043678,-0.074417636,8.383838383838384,0
-2.1287773,0.298371,8.484848484848484,0
-2.0018625,0.1766403,8.585858585858587,0
-1.4992034,0.6806679,8.686868686868687,0
-2.1197019,0.21226034,8.787878787878787,0
-1.9987872,0.5882355,8.88888888888889,0
-0.9017015,0.23634915,8.98989898989899,0
-1.4038804,0.9109264,9.09090909090909,0
-1.7893367,0.47961703,9.191919191919192,0
-1.4949503,0.04688679,9.292929292929292,0
-1.42089,0.57818437,9.393939393939394,0
-1.5694984,0.96938014,9.494949494949497,0
-1.0748864,0.7041573,9.595959595959595,0
-1.0030719,0.6917189,9.696969696969695,0
-1.5294018,0.59900296,9.797979797979798,0
-0.5967399,0.6943853,9.8989898989899,0
-0.5078271,1.2217021,10.0,0
-2.3156743,3.0863097,0.0,1
-1.6635565,2.6560428,0.101010101010101,1
-0.6310487,2.7379913,0.202020202020202,1
-0.1272457,2.4525468,0.303030303030303,1
0.46754676,2.5905037,0.404040404040404,1
1.9683547,2.6184027,0.5050505050505051,1
2.2812648,2.3739214,0.6060606060606061,1
2.143836,2.230271,0.7070707070707071,1
2.3986409,2.3977396,0.8080808080808081,1
2.7075915,2.1034257,0.9090909090909092,1
2.186312,2.2780297,1.0101010101010102,1
2.3282306,2.1438317,1.1111111111111112,1
2.5787542,2.0525868,1.2121212121212122,1
1.7299649,1.7516168,1.3131313131313131,1
2.0804708,1.631259,1.414141414141414,1
1.8675646,1.8457842,1.5151515151515151,1
2.4867275,1.9803567,1.616161616161616,1
2.2340558,1.2231987,1.7171717171717171,1
2.2203753,1.6313856,1.818181818181818,1
1.9348212,1.2519085,1.9191919191919191,1
1.5328864,1.3151008,2.0202020202020203,1
2.0680275,1.1224377,2.121212121212121,1
3.2400668,0.92725396,2.2222222222222223,1
2.3826082,1.4357538,2.323232323232323,1
1.3927256,0.5631885,2.4242424242424243,1
1.5022265,1.111025,2.525252525252525,1
2.0637105,1.2714324,2.6262626262626263,1
1.933081,0.6525906,2.727272727272727,1
1.8018962,1.1681463,2.8282828282828283,1
1.8046815,0.87442935,2.929292929292929,1
1.6359254,0.5890885,3.0303030303030303,1
1.9609505,0.56732553,3.131313131313131,1
1.7273183,0.34905088,3.2323232323232323,1
1.8474721,0.53088045,3.333333333333333,1
2.1451516,0.29281515,3.4343434343434343,1
1.806846,0.15698907,3.5353535353535355,1
2.0457566,0.19601776,3.636363636363636,1
1.5030543,0.1713499,3.7373737373737375,1
1.3227315,0.3957256,3.8383838383838382,1
1.573946,0.4649946,3.939393939393939,1
1.8491341,0.021931564,4.040404040404041,1
2.3340662,-0.255502,4.141414141414141,1
2.1074054,-0.018640885,4.242424242424242,1
1.9373131,-0.006380298,4.343434343434343,1
2.0348358,0.20498691,4.444444444444445,1
1.7343158,-0.20171654,4.545454545454545,1
1.2424134,-0.5766633,4.646464646464646,1
1.5098261,-0.14184178,4.747474747474747,1
1.8091823,-0.012149923,4.848484848484849,1
1.3333074,-0.26994598,4.94949494949495,1
1.7011846,-0.66136503,5.05050505050505,1
1.9011962,-0.4788623,5.151515151515151,1
1.6254088,-0.20751259,5.252525252525253,1
1.4327615,-0.4882321,5.353535353535354,1
1.6560997,-0.57040745,5.454545454545454,1
1.958754,-0.5571516,5.555555555555555,1
0.96485317,-0.36253422,5.656565656565657,1
1.181198,-1.3685143,5.757575757575758,1
1.5802261,-1.1084071,5.858585858585858,1
1.0899059,-0.9387226,5.959595959595959,1
0.997677,-0.44168165,6.0606060606060606,1
1.4318833,-1.0300862,6.161616161616162,1
0.6945337,-0.81377,6.262626262626262,1
0.9259299,-0.9372882,6.363636363636363,1
1.1187224,-1.074309,6.4646464646464645,1
1.0389658,-1.2879332,6.565656565656566,1
0.9139552,-0.81745607,6.666666666666667,1
1.1643889,-0.5079517,6.767676767676767,1
0.85619164,-0.85421056,6.8686868686868685,1
0.89747417,-1.260604,6.96969696969697,1
0.6366568,-0.35770005,7.070707070707071,1
0.27027386,-1.137873,7.171717171717171,1
0.14973736,-0.8546742,7.272727272727272,1
-0.5016017,-1.1164197,7.373737373737374,1
-1.4554418,-1.1838534,7.474747474747475,1
-1.1098065,-1.4040394,7.575757575757575,1
-1.7427986,-0.6178872,7.6767676767676765,1
-1.9743408,-0.5630743,7.777777777777778,1
-2.1412163,-0.8128468,7.878787878787879,1
-1.7883322,-0.2460187,7.979797979797979,1
-1.5761542,-0.39554211,8.080808080808081,1
-1.9495952,-0.47546187,8.181818181818182,1
-1.7701944,-0.13487685,8.282828282828282,1
-2.0551531,0.032422096,8.383838383838384,1
-1.638972,-0.0020526026,8.484848484848484,1
-2.2161982,0.2674763,8.585858585858587,1
-1.838669,-0.44498527,8.686868686868687,1
-1.9369584,-0.123453826,8.787878787878787,1
-2.0540147,0.01813368,8.88888888888889,1
-1.6613755,0.35725707,8.98989898989899,1
-1.714361,-0.21316054,9.09090909090909,1
-1.8821906,-0.062134035,9.191919191919192,1
-1.3072166,0.6485068,9.292929292929292,1
-1.4028867,0.115877084,9.393939393939394,1
-1.4089166,0.48190248,9.494949494949497,1
-1.1435624,0.69550145,9.595959595959595,1
-1.2848632,1.1721591,9.696969696969695,1
-1.7813503,0.38673335,9.797979797979798,1
-1.3899133,0.7600945,9.8989898989899,1
-1.6048862,0.8563677,10.0,1
2.1090028,2.5770657,0.0,2
2.5701444,2.7320614,0.101010101010101,2
2.2610805,2.2432091,0.202020202020202,2
2.196558,2.6059632,0.303030303030303,2
2.162953,1.951216,0.404040404040404,2
1.6911944,2.5582676,0.5050505050505051,2
2.5753245,2.2740202,0.6060606060606061,2
2.685477,2.25828,0.7070707070707071,2
2.2966485,2.1683178,0.8080808080808081,2
2.5953047,1.9478582,0.9090909090909092,2
2.4309494,1.6139523,1.0101010101010102,2
2.1410232,2.2604294,1.1111111111111112,2
2.2359064,1.3138255,1.2121212121212122,2
2.0997894,1.5551647,1.3131313131313131,2
2.4329288,1.0620106,1.414141414141414,2
1.9577066,1.4631826,1.5151515151515151,2
2.4261954,1.588039,1.616161616161616,2
1.7809548,0.81952524,1.7171717171717171,2
2.605108,1.5175865,1.818181818181818,2
1.920656,0.8968928,1.9191919191919191,2
2.1092699,1.1886971,2.0202020202020203,2
2.1207151,1.4281436,2.121212121212121,2
2.2865415,1.0223181,2.2222222222222223,2
1.9969218,0.5896243,2.323232323232323,2
1.5748267,1.1194832,2.4242424242424243,2
1.6788605,0.5173177,2.525252525252525,2
1.9080251,0.19570848,2.6262626262626263,2
2.2881405,0.84321,2.727272727272727,2
1.7579287,0.4624778,2.8282828282828283,2
2.230208,0.68975866,2.929292929292929,2
1.9731053,0.4844001,3.0303030303030303,2
1.8955244,0.3675478,3.131313131313131,2
2.0642285,0.6001094,3.2323232323232323,2
1.7094864,0.12754747,3.333333333333333,2
1.9048524,-0.066676706,3.4343434343434343,2
1.4570618,-0.12646872,3.5353535353535355,2
1.4166156,0.17916717,3.636363636363636,2
1.6664873,-0.05415756,3.7373737373737375,2
1.367029,-0.09051658,3.8383838383838382,2
1.6600734,0.344976,3.939393939393939,2
1.9095442,-0.39226884,4.040404040404041,2
1.8693444,-0.5415875,4.141414141414141,2
2.0749989,-0.76845634,4.242424242424242,2
1.264201,-0.69192725,4.343434343434343,2
1.676337,-0.7256343,4.444444444444445,2
1.2895035,0.12249939,4.545454545454545,2
1.562802,-0.44141567,4.646464646464646,2
0.89106315,-0.6902913,4.747474747474747,2
1.1464427,-0.12064902,4.848484848484849,2
1.1812822,-0.34502167,4.94949494949495,2
1.3976768,-0.620439,5.05050505050505,2
1.1394875,-0.8415041,5.151515151515151,2
1.4901667,-0.55298775,5.252525252525253,2
1.289239,-0.58429956,5.353535353535354,2
0.83066726,-0.8246635,5.454545454545454,2
1.0415913,-0.704612,5.555555555555555,2
1.0669434,-0.8071749,5.656565656565657,2
1.3554474,-0.55350417,5.757575757575758,2
0.73824114,-1.4630766,5.858585858585858,2
1.6277707,-1.1897223,5.959595959595959,2
1.1613393,-1.2711346,6.0606060606060606,2
1.2988505,-1.1544642,6.161616161616162,2
0.9702203,-1.1117139,6.262626262626262,2
0.519742,-0.8453843,6.363636363636363,2
0.38244602,-1.1140795,6.4646464646464645,2
0.4788724,-1.2623664,6.565656565656566,2
0.00061170664,-0.98260057,6.666666666666667,2
0.49663648,-0.7686878,6.767676767676767,2
-0.044740092,-1.0317737,6.8686868686868685,2
-1.1325557,-1.238988,6.96969696969697,2
-0.78044564,-0.79591465,7.070707070707071,2
-1.2223177,-0.748555,7.171717171717171,2
-1.9036131,-0.6302209,7.272727272727272,2
-1.8791724,-0.84000456,7.373737373737374,2
-1.8849221,-0.37620574,7.474747474747475,2
-2.033229,-0.65438294,7.575757575757575,2
-2.00745,-0.05805984,7.6767676767676765,2
-1.712649,-0.017827254,7.777777777777778,2
-1.8409659,-0.5794903,7.878787878787879,2
-2.3522453,0.26093987,7.979797979797979,2
-1.6763046,-0.35522443,8.080808080808081,2
-1.5870515,-0.04263835,8.181818181818182,2
-2.0145369,0.47247592,8.282828282828282,2
-2.197024,0.15994988,8.383838383838384,2
-1.9070964,0.35730508,8.484848484848484,2
-1.6491296,0.41625333,8.585858585858587,2
-1.5800241,0.5216474,8.686868686868687,2
-1.4142436,0.4119905,8.787878787878787,2
-1.5139765,0.37211904,8.88888888888889,2
-1.1042153,0.3692567,8.98989898989899,2
-1.7339864,0.29309884,9.09090909090909,2
-1.6302913,0.7640838,9.191919191919192,2
-1.4540118,0.7560708,9.292929292929292,2
-1.1394887,0.9427077,9.393939393939394,2
-1.1706727,0.582499,9.494949494949497,2
-0.90251875,0.30064568,9.595959595959595,2
-1.6879516,0.4943219,9.696969696969695,2
-1.456291,0.84051013,9.797979797979798,2
-1.4460788,0.7361131,9.8989898989899,2
-1.5227627,1.1133691,10.0,2
-1.5977021,-1.8050361,0.0,3
-2.1432157,-1.3895305,0.101010101010101,3
-2.017047,-1.1122502,0.202020202020202,3
-2.0368574,-1.1461949,0.303030303030303,3
-1.9663172,-1.6966623,0.404040404040404,3
-1.8660411,-1.4895266,0.5050505050505051,3
-2.0573542,-1.9354391,0.6060606060606061,3
-2.201299,-1.3878502,0.7070707070707071,3
-2.4921381,-1.2174695,0.8080808080808081,3
-2.1847394,-0.4330871,0.9090909090909092,3
-2.0715563,-1.1051235,1.0101010101010102,3
-2.38875,-0.8867288,1.1111111111111112,3
-2.3282237,-1.0307496,1.2121212121212122,3
-1.4670794,-0.2043026,1.3131313131313131,3
-2.127905,-0.05443468,1.414141414141414,3
-1.498115,-0.68843144,1.5151515151515151,3
-1.8492562,-0.08973664,1.616161616161616,3
-1.6971979,-0.4721506,1.7171717171717171,3
-1.6649106,-0.6091108,1.818181818181818,3
-2.2022953,-0.18271883,1.9191919191919191,3
-1.5452224,-0.19235784,2.0202020202020203,3
-1.8937141,-0.093830206,2.121212121212121,3
-1.9128674,0.19504435,2.2222222222222223,3
-2.2054045,0.19595426,2.323232323232323,3
-1.8521547,0.1749843,2.4242424242424243,3
-1.574946,0.34741652,2.525252525252525,3
-1.4466602,0.5575093,2.6262626262626263,3
-2.0854077,0.56528467,2.727272727272727,3
-1.3283914,0.57310534,2.8282828282828283,3
-1.7402064,0.6397633,2.929292929292929,3
-1.790124,0.48501837,3.0303030303030303,3
-1.823577,0.651529,3.131313131313131,3
-1.324407,-0.076289125,3.2323232323232323,3
-1.4215838,1.3842963,3.333333333333333,3
-0.9553067,0.64695615,3.4343434343434343,3
-1.0897729,0.65733755,3.5353535353535355,3
-1.2232387,0.23489204,3.636363636363636,3
-0.64506835,0.9028437,3.7373737373737375,3
-1.2004191,0.8410475,3.8383838383838382,3
-0.6511491,1.2078058,3.939393939393939,3
-0.9797712,1.01094,4.040404040404041,3
-1.1422926,0.84101564,4.141414141414141,3
-0.5474448,1.290287,4.242424242424242,3
-0.6296902,0.94260055,4.343434343434343,3
-0.5224375,1.351947,4.444444444444445,3
0.11084585,1.1850924,4.545454545454545,3
0.57951176,1.0737382,4.646464646464646,3
-0.017272526,1.015935,4.747474747474747,3
0.77609456,0.5790968,4.848484848484849,3
2.1237848,0.89154124,4.94949494949495,3
1.4661362,0.40867963,5.05050505050505,3
2.002504,0.76777124,5.151515151515151,3
1.7669964,0.69848835,5.252525252525253,3
2.0733702,0.699964,5.353535353535354,3
2.0625992,1.0529109,5.454545454545454,3
2.0408204,0.4922679,5.555555555555555,3
2.0193524,1.0233537,5.656565656565657,3
2.1516304,0.48706964,5.757575757575758,3
2.4221895,0.28179687,5.858585858585858,3
1.8078668,0.35873854,5.959595959595959,3
2.1418836,0.4464386,6.0606060606060606,3
2.1192803,0.10899592,6.161616161616162,3
1.6379454,0.4206361,6.262626262626262,3
2.3986015,0.23133402,6.363636363636363,3
1.9007665,-0.12865257,6.4646464646464645,3
2.0095599,-0.36042446,6.565656565656566,3
1.4098847,0.07865613,6.666666666666667,3
1.7324269,0.600589,6.767676767676767,3
1.6794362,-0.06711172,6.8686868686868685,3
1.8345567,-1.0320914,6.96969696969697,3
1.8851815,-0.53813326,7.070707070707071,3
1.9837916,-0.5837133,7.171717171717171,3
1.7994123,-0.2486132,7.272727272727272,3
1.5087715,-0.3080668,7.373737373737374,3
1.7216953,-0.10261605,7.474747474747475,3
1.2928795,-0.9235671,7.575757575757575,3
1.4831818,-0.116387986,7.6767676767676765,3
1.4469817,-0.625844,7.777777777777778,3
1.2475054,-0.25060293,7.878787878787879,3
1.2477896,-0.51460725,7.979797979797979,3
1.9192367,-0.5428313,8.080808080808081,3
1.2234985,-0.7137203,8.181818181818182,3
1.4625754,-0.80280364,8.282828282828282,3
0.8578304,-0.80973834,8.383838383838384,3
1.0713034,-0.47566664,8.484848484848484,3
1.5362803,-0.5469973,8.585858585858587,3
1.1121203,-0.34050375,8.686868686868687,3
1.0412172,-1.1402526,8.787878787878787,3
1.0559154,-1.2428448,8.88888888888889,3
1.3396264,-0.562281,8.98989898989899,3
1.0254327,-0.88810503,9.09090909090909,3
0.8373769,-1.2349412,9.191919191919192,3
0.9722648,-0.73871374,9.292929292929292,3
0.3171848,-0.5028825,9.393939393939394,3
0.36196098,-0.18870454,9.494949494949497,3
0.48249686,-1.2820704,9.595959595959595,3
0.17097127,-0.84418154,9.696969696969695,3
-1.004681,-0.9262184,9.797979797979798,3
-1.0521916,-1.1146917,9.8989898989899,3
-1.4283941,-0.64758545,10.0,3
0.1876061,-1.3933098,0.0,4
-0.33738285,-1.1038499,0.101010101010101,4
-0.3523718,-1.1060938,0.202020202020202,4
-1.1799073,-1.3468636,0.303030303030303,4
-1.7172441,-1.7823144,0.404040404040404,4
-1.8883703,-1.0100719,0.5050505050505051,4
-1.7548102,-1.2834144,0.6060606060606061,4
-2.2578175,-1.3452992,0.7070707070707071,4
-2.4097996,-0.7687267,0.8080808080808081,4
-2.0521708,-1.063347,0.9090909090909092,4
-2.1938257,-0.5896361,1.0101010101010102,4
-1.4921265,-0.46401355,1.1111111111111112,4
-2.319528,-1.3509443,1.2121212121212122,4
-2.1303189,-0.95348436,1.3131313131313131,4
-1.6550944,-0.8131386,1.414141414141414,4
-2.0829167,-0.71100056,1.5151515151515151,4
-2.4415154,0.08412499,1.616161616161616,4
-1.8851157,-0.6904257,1.7171717171717171,4
-1.5027149,-0.20447297,1.818181818181818,4
-1.7742237,-0.66715056,1.9191919191919191,4
-1.9670749,-0.32096958,2.0202020202020203,4
-2.209744,0.08049243,2.121212121212121,4
-1.4661461,0.18702136,2.2222222222222223,4
-1.434234,0.28257206,2.323232323232323,4
-1.9472015,0.3755096,2.4242424242424243,4
-1.6869309,0.1302947,2.525252525252525,4
-1.5445055,0.22628807,2.6262626262626263,4
-2.271886,-0.08023162,2.727272727272727,4
-1.504319,0.6459953,2.8282828282828283,4
-1.6261567,0.33603844,2.929292929292929,4
-0.98374933,0.93002087,3.0303030303030303,4
-1.1611725,0.7239702,3.131313131313131,4
-1.1641377,0.23064019,3.2323232323232323,4
-1.0198827,0.29143634,3.333333333333333,4
-1.4190103,0.4823837,3.4343434343434343,4
-1.2150655,0.9437074,3.5353535353535355,4
-1.6041505,1.0421674,3.636363636363636,4
-0.7447997,0.5918854,3.7373737373737375,4
-1.0487067,0.68926775,3.8383838383838382,4
-0.8061752,1.025304,3.939393939393939,4
-1.2027637,1.1328025,4.040404040404041,4
-0.9660684,0.671655,4.141414141414141,4
-0.34881034,1.0055037,4.242424242424242,4
-0.7491386,1.0651484,4.343434343434343,4
-0.78474283,1.1393211,4.444444444444445,4
-0.36502668,1.0089531,4.545454545454545,4
-0.41877708,0.7736995,4.646464646464646,4
0.31312785,0.97118604,4.747474747474747,4
0.5326553,0.42996418,4.848484848484849,4
1.3177699,0.9728284,4.94949494949495,4
1.9822516,1.4446951,5.05050505050505,4
2.067802,0.8512754,5.151515151515151,4
2.0810773,0.8213298,5.252525252525253,4
2.1851606,0.39027196,5.353535353535354,4
2.2832918,0.59579843,5.454545454545454,4
1.7799034,0.579255,5.555555555555555,4
1.9634016,0.5054549,5.656565656565657,4
1.837396,0.03490191,5.757575757575758,4
1.9962373,0.23149893,5.858585858585858,4
1.3409597,0.48582724,5.959595959595959,4
1.8376058,0.070405744,6.0606060606060606,4
2.1181726,0.28538284,6.161616161616162,4
2.2326186,0.2517279,6.262626262626262,4
2.1516633,0.223744,6.363636363636363,4
2.2036994,0.2878446,6.4646464646464645,4
1.5140533,0.5419925,6.565656565656566,4
1.5124849,0.15486665,6.666666666666667,4
1.8304245,-0.4513593,6.767676767676767,4
1.4155979,-0.1458656,6.8686868686868685,4
1.7176718,-0.351896,6.96969696969697,4
1.5080304,-0.50657517,7.070707070707071,4
1.8046718,-0.033951335,7.171717171717171,4
1.7352664,-0.11966911,7.272727272727272,4
1.397298,-0.19956551,7.373737373737374,4
1.1325209,-0.19856523,7.474747474747475,4
1.9596112,0.0642898,7.575757575757575,4
1.8974428,-0.40674472,7.6767676767676765,4
1.1022303,-0.6080325,7.777777777777778,4
1.8521992,-0.8628031,7.878787878787879,4
1.4851967,-0.21118115,7.979797979797979,4
1.3301263,-0.62489873,8.080808080808081,4
1.3660543,-0.56733745,8.181818181818182,4
1.2860309,-0.571509,8.282828282828282,4
1.4421059,-0.0703555,8.383838383838384,4
0.965103,-0.5323044,8.484848484848484,4
1.3673854,-1.0873817,8.585858585858587,4
1.4005197,-0.4741937,8.686868686868687,4
0.93150306,-0.4252726,8.787878787878787,4
1.3427572,-1.1061296,8.88888888888889,4
0.55343914,-0.90558517,8.98989898989899,4
1.3837965,-0.8848145,9.09090909090909,4
0.7555795,-1.1174097,9.191919191919192,4
0.6680018,-1.0948725,9.292929292929292,4
0.94066364,-1.1051134,9.393939393939394,4
0.7091183,-1.2937033,9.494949494949497,4
0.116244934,-1.1576854,9.595959595959595,4
0.42697492,-1.0140039,9.696969696969695,4
-1.2604825,-1.1427374,9.797979797979798,4
-0.74747384,-0.74666923,9.8989898989899,4
-1.2251111,-0.36995804,10.0,4
-1.388594,0.97012687,0.0,5
